impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-113904,A575126,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1934257,In Public Home,,Dog,,Female,Wire-Haired Pointing Griffon,Black / White,11/22/2018 12:00:00 AM,Date Found,132ND NEAR SUNRISE ELEMENTARY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1934257,Image Copyright HLP Inc. 2018,,
K18-113800,A574893,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574893,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,10 WEEKS,Male,Domestic Shorthair,Brn Tabby,11/16/2018 12:00:00 AM,Received on,26400 164TH AVE SE,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574893,Image Copyright HLP Inc. 2018,"Received on: 2018-11-16<p/> Found Near: 26400 164TH AVE SE, COVINGTON WA 98042<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-113489,A558861,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A558861,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Pearl,Dog,3 YEARS 6 MONTHS,Spayed Female,Pit Bull,Black / White,11/03/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A558861,Image Copyright HLP Inc. 2018,"Received on: 2018-11-03<p/> Description: Black / White<p/>  Spayed Female Pit Bull Dog<p/> Age: 3 YEARS 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Pearl and I am available for adoption.<p/><p/>I was brought in by a good samaritan on May 25, 2018.  I was adopted and returned because my adopter was allergic to me.  My previous adopter said that I was potty trained and very well behaved in the home.  <p/><p/>My caregivers have come to know me as a quite a gem. When I first arrived at the shelter, I was very nervous and didn't know what this place was about. But boy did I warm up and come out of my shell!<p/><p/>I am a very smart dog! I have shown my caregivers that I already know how to ""sit"", ""stay"", ""come"", ""down"" and ""shake"".<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>Because of my high energy and nervousness with new people and in new situations, I would do best in a home without children.<p/><p/>My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home, or need to meet other dogs in the home first.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with someone that is knowledgeable, dog savvy and willing to work with me to help me become the best dog I can be!<p/><p/> Adoption Fee: $100.00<p/>",RED
K18-113561,A574228,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A574228,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kermit,Dog,3 YEARS,Neutered Male,Pit Bull / Mix,Black / White,11/06/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574228,Image Copyright HLP Inc. 2018,"Received on: 2018-11-06<p/> Description: Black / White<p/>  Neutered Male Pit Bull / Mix Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Kermit and I am available for adoption.<p/><p/>I was brought in by a good samaritan on November 6th, 2018.<p/><p/>I can be a little shy when it comes to meeting new people or moving to new environments but with some time, I actually am quite the big ol' sweetie! I love to play with people and do zumies all over the yard! My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/> Adoption Fee: $100.00<p/>",BLUE
K18-113929,A575138,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Dog,8 WEEKS,Male,German Shepherd / Rottweiler,Black / Brown,11/24/2018 12:00:00 AM,Received on,18200 SE 384TH ST,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575138,Image Copyright HLP Inc. 2018,"Received on: 2018-11-24<p/> Found Near: 18200 SE 384TH ST, AUBURN WA 98092<p/> Description: Black / Brown Male German Shepherd / Rottweiler Dog<p/> Age: 8 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K18-113924,A569271,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A569271,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dozer,Dog,3 YEARS 2 MONTHS,Neutered Male,Pit Bull,Brown / White,11/24/2018 12:00:00 AM,Received on,26900 226TH PL SE,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A569271,Image Copyright HLP Inc. 2018,"Received on: 2018-11-24<p/> Found Near: 26900 226TH PL SE, MAPLE VALLEY WA 98038<p/> Description: Brown / White Neutered Male Pit Bull Dog<p/> Age: 3 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K18-113931,A575140,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A575140,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,2 YEARS,Neutered Male,Labrador Retriever / Mix,Brown / White,11/24/2018 12:00:00 AM,Received on,12400 SE 282ND ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575140,Image Copyright HLP Inc. 2018,"Received on: 2018-11-24<p/> Found Near: 12400 SE 282ND ST, KENT WA 98030<p/> Description: Brown / White Neutered Male Labrador Retriever / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K18-113924,A569271,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A569271,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dozer,Dog,3 YEARS 2 MONTHS,Neutered Male,Pit Bull,Brown / White,11/24/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A569271,Image Copyright HLP Inc. 2018,"Received on: 2018-11-24<p/> Description: Brown / White<p/>  Neutered Male Pit Bull Dog<p/> Age: 3 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Dozer and I am available for adoption.<p/><p/>I was brought in by a good samaritan on 11/24/18.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/><p/>I am a very smart dog! I have shown my caregivers that I already know how to sit. I'm high energy and need lots of walks and enrichment activities in my life to keep me busy! I tend to calm down more when the people around me stay calm. But, I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My caregivers have observed that I might not get along with other dogs. I may do best as the only animal in my new home, because I was never socialized properly with animals when I was young. I could likely do well with certain large dogs if we are introduced slowly and cautiously. I would most prefer to be the only apple to your eye!<p/><p/><p/><p/> Adoption Fee: $100.00<p/>",BLUE
K18-113300,A573207,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A573207,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Haven,Cat,8 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby,10/28/2018 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A573207,Image Copyright HLP Inc. 2018,"Received on: 2018-10-28<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 8 MONTHS<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Haven and I am available for adoption.<p/><p/>I was brought in by a good samaritan on October 28, 2018.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>When I first came into the shelter I seemed like a barn cat because I was aloof and scared.  I am learning to trust people and if you go slow with me, I melt in your fingertips!  I'm such a sweetheart and I will rub my head and neck on your hand and want to snuggle.  I am actually comforted when held and snuggled!   I'm warming up to people and need a home that can help me to continue to grow and learn what true love really is!<p/> Adoption Fee: $30.00<p/>",
K18-113375,A573635,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A573635,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Riley,Cat,8 MONTHS,Spayed Female,Domestic Shorthair,Black / White,10/31/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A573635,Image Copyright HLP Inc. 2018,"Received on: 2018-10-31<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Riley and I am available for adoption.<p/><p/>I was brought in by my previous owner on October 31st, because they had too many cats. I lived in a home with lots of other cats. My previous owner described me as shy and playful.<p/><p/>Hi there, I'm what you would call an undersocialized kitten. It doesn't mean anything bad it just means when I was wee little one, I was not taught about how nice and awesome people can be to me. I'm very scared at first but once you take the time to show me I can trust you, I will melt in your arms. Although, I'm a fearful kitty, I actually really love to snuggle and purr! I would love to go to a home with one of my siblings or with a younger, confident kitty friend! <p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/> Adoption Fee: $30.00<p/>",RED
K18-113296,A398803,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A398803,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sage,Cat,13 YEARS 3 MONTHS,Spayed Female,Domestic Shorthair,Calico,10/27/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A398803,Image Copyright HLP Inc. 2018,"Received on: 2018-10-27<p/> Description: Calico<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 13 YEARS 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Sage and I am available for adoption.<p/><p/>I was brought in on October 27, 2018 because my previous owner passed away. I lived in a home with another cat.  <p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.  Because of my shy nature and older age, I would do best in a calm, quiet home. My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/> Adoption Fee: $30.00<p/>",
K18-113879,A575090,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A575090,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jericho,Cat,2 YEARS,Male,Domestic Shorthair,Black / White,11/20/2018 12:00:00 AM,Received on,11000 NE 10TH ST,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575090,Image Copyright HLP Inc. 2018,"Received on: 2018-11-20<p/> Found Near: 11000 NE 10TH ST, BELLEVUE WA 98004<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
